"name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","log_price","days_since_last_review"
"New York room with a view","Staten Island","St. George",40.64524,-74.08088,"Private room",70,2,166,"2019-06-13",1.66,1,312,4.26267987704132,25
"Sunny cozy room in Brklyn townhouse","Brooklyn","Bushwick",40.70641,-73.91765,"Private room",50,2,47,"2019-06-19",0.94,1,37,3.93182563272433,19
"Room with a View","Bronx","Highbridge",40.83232,-73.93184,"Private room",40,1,219,"2019-07-04",2.04,3,353,3.71357206670431,4
"Light+Open+Airy+Rustic+Modern Loft","Brooklyn","Williamsburg",40.71045,-73.9677,"Entire home/apt",150,2,193,"2016-07-06",1.78,1,177,5.01727983681492,1097
"West Inn 2 - East Village","Manhattan","East Village",40.72518,-73.98034,"Private room",125,1,84,"2019-06-23",0.78,4,310,4.83628190695148,15
"Financial District Luxury Loft","Manhattan","Financial District",40.70666,-74.01374,"Entire home/apt",196,3,114,"2019-06-20",1.06,1,0,5.28320372873799,18
"BROOKLYN VICTORIAN STYLE SUITE.....","Brooklyn","Fort Greene",40.69098,-73.97113,"Private room",110,2,213,"2019-06-24",2,2,321,4.70953020131233,14
"Your own Lovely West Village Studio","Manhattan","West Village",40.73756,-74.00405,"Entire home/apt",170,3,86,"2019-06-01",0.8,1,246,5.14166355650266,37
"ACCOMMODATIONS GALORE#3. 1-5 GUESTS","Manhattan","Harlem",40.81526,-73.94791,"Entire home/apt",165,3,80,"2019-05-26",0.75,3,231,5.11198778835654,43
"Greenwich Village Stylish Apartment","Manhattan","West Village",40.73423,-74.0046,"Entire home/apt",150,26,38,"2016-04-20",0.36,1,225,5.01727983681492,1174
"Clean and Cozy Harlem Apartment","Manhattan","Harlem",40.82374,-73.9373,"Entire home/apt",100,2,18,"2018-12-17",1.79,1,0,4.61512051684126,203
"Fort Greene, Brooklyn: Center Bedroom","Brooklyn","Fort Greene",40.68863,-73.97691,"Private room",65,2,206,"2019-06-30",1.92,2,0,4.18965474202643,8
"Beautiful Queens Brownstone! - 5BR","Queens","Ridgewood",40.70382,-73.89797,"Entire home/apt",350,8,10,"2019-05-12",0.11,5,365,5.86078622346587,57
"Couldn't Be Closer To Columbia Uni","Manhattan","Morningside Heights",40.80549,-73.95924,"Private room",99,4,122,"2019-05-14",1.18,2,233,4.60517018598809,55
"Bright Spacious Luxury Condo","Brooklyn","Williamsburg",40.71627,-73.9587,"Entire home/apt",200,4,33,"2019-04-08",0.58,1,1,5.30330490805908,91
"Park Slope haven 15 mins from Soho","Brooklyn","Park Slope",40.67994,-73.97863,"Entire home/apt",150,5,52,"2019-06-05",0.5,1,18,5.01727983681492,33
"SAFE  AND BEAUTIFUL ACCOMODATION","Brooklyn","Bedford-Stuyvesant",40.67992,-73.9475,"Private room",90,3,126,"2019-05-19",1.17,4,343,4.51085950651685,50
"Large Room in private Brownstone in Park Slope","Brooklyn","Prospect Heights",40.67868,-73.97307,"Private room",120,3,51,"2019-06-24",0.48,3,250,4.79579054559674,14
"NEW YORK CITY, 1 BDRM.(NEAR CENTRAL PARK & METRO)","Manhattan","Upper East Side",40.76834,-73.95334,"Private room",75,3,199,"2019-06-24",1.85,1,326,4.33073334028633,14
"LARGE, COMFY 1BDR W/CHARACTER!!!","Brooklyn","Bedford-Stuyvesant",40.68237,-73.9415,"Entire home/apt",175,26,30,"2012-09-03",0.29,1,364,5.17048399503815,2499
"Chelsea Studio sublet 1 - 2 months","Manhattan","Chelsea",40.74031,-73.99999,"Entire home/apt",125,3,3,"2015-07-17",0.03,1,0,4.83628190695148,1452
"LUX APT IN TIMES SQUARE NEW BUILDING","Manhattan","Hell's Kitchen",40.76307,-73.99665,"Entire home/apt",275,1,41,"2019-06-26",0.38,1,299,5.62040086571715,12
"Designer 1 BR Duplex w/ Terrace- Spectacular Views","Manhattan","Lower East Side",40.71882,-73.98852,"Entire home/apt",299,2,109,"2019-06-15",1.04,1,207,5.7037824746562,23
"Lovely Apt & Garden;  Legal;  Best Area; Amenities","Brooklyn","South Slope",40.6693,-73.98804,"Entire home/apt",135,5,151,"2019-06-22",1.43,3,162,4.91265488573605,16
"1 Bedroom in 2 Bdrm Apt- Upper East","Manhattan","Upper East Side",40.77333,-73.95199,"Private room",130,14,0,NA,0,2,0,4.87519732320115,NA
"Lower East Side $57~/night","Manhattan","Lower East Side",40.72319,-73.99201,"Private room",83,1,285,"2019-06-22",2.69,1,7,4.43081679884331,16
"Prime Location in Manhattan","Manhattan","Chelsea",40.74859,-73.99671,"Private room",123,1,375,"2019-06-18",3.52,1,328,4.82028156560504,20
"( F) Excellent/Pvt Rm","Queens","Jamaica",40.67252,-73.76597,"Private room",55,2,52,"2019-05-20",0.49,2,365,4.02535169073515,49
"Quiet, sunny Midtown Manhattan apt.","Manhattan","Hell's Kitchen",40.76244,-73.99271,"Entire home/apt",195,5,10,"2019-07-01",1.01,1,0,5.27811465923052,7
"Big Room/Washer-Dryer/Wifi/AC/JMZ","Brooklyn","Bedford-Stuyvesant",40.69546,-73.93503,"Private room",80,2,11,"2017-11-13",0.48,1,0,4.39444915467244,602
"cozy studio with parking spot","Queens","Middle Village",40.71722,-73.87856,"Entire home/apt",98,30,33,"2015-05-09",0.31,5,240,4.59511985013459,1521
"Clean and convenient 2BR apartment","Queens","Ridgewood",40.70234,-73.89816,"Private room",140,7,6,"2015-10-08",0.06,5,365,4.94875989037817,1369
"3 floors of luxury!","Queens","Middle Village",40.71546,-73.87854,"Entire home/apt",265,7,38,"2019-04-27",0.38,5,365,5.5834963087817,72
"The Institute—Heart of Williamsburg","Brooklyn","Williamsburg",40.7195,-73.95976,"Entire home/apt",249,2,358,"2019-06-20",3.44,2,164,5.52146091786225,18
"MIDTOWN WEST - Large alcove studio","Manhattan","Hell's Kitchen",40.76548,-73.98474,"Shared room",105,6,10,"2014-01-07",0.09,1,363,4.66343909411207,2008
"Beautiful Uptown Manhattan apartmnt","Manhattan","Harlem",40.80234,-73.95603,"Private room",200,30,0,NA,0,1,365,5.30330490805908,NA
"Sml Rm in pr Brst  Park Sl great for Med/students","Brooklyn","Prospect Heights",40.6787,-73.97262,"Private room",100,2,226,"2019-06-06",2.12,3,250,4.61512051684126,32
"City Room - Private Penthouse Apt.","Manhattan","Harlem",40.81035,-73.94598,"Entire home/apt",121,1,104,"2019-06-22",1,5,247,4.80402104473326,16
"Cozy bedroom by Yankee Stadium","Bronx","Highbridge",40.83075,-73.93058,"Private room",45,1,138,"2019-06-30",1.45,3,323,3.8286413964891,8
"Great apartment with private bathroom and entrance","Manhattan","East Harlem",40.79958,-73.94275,"Private room",100,5,204,"2019-06-23",1.92,1,192,4.61512051684126,15
"Private Garden Apt • New Renovation","Brooklyn","Williamsburg",40.71625,-73.93845,"Entire home/apt",140,2,253,"2019-07-02",3.04,1,125,4.94875989037817,6
"Modern comfort in art infused landmark Brownstone","Brooklyn","Bedford-Stuyvesant",40.6829,-73.93549,"Private room",71,2,23,"2019-07-01",0.22,1,91,4.27666611901606,7
"NOHO/EAST VILLAGE, PRIVATE 1/2 BATH","Manhattan","NoHo",40.72773,-73.99134,"Private room",130,2,115,"2018-12-05",1.17,1,75,4.87519732320115,215
"Sleek & Comfortable Soho Apt","Manhattan","West Village",40.72861,-74.0049,"Entire home/apt",199,5,129,"2019-05-19",1.22,1,286,5.29831736654804,50
"Spacious Williamsburg Share w/ LOFT BED","Brooklyn","Williamsburg",40.70979,-73.95162,"Private room",69,4,82,"2019-06-10",1.13,2,60,4.24849524204936,28
"Cozy 2 br in sunny Fort Greene apt","Brooklyn","Fort Greene",40.68656,-73.97525,"Private room",68,3,37,"2018-12-31",0.35,1,0,4.23410650459726,189
"Cozy East Village Railroad 1 Bed!","Manhattan","East Village",40.72752,-73.98432,"Entire home/apt",130,1,204,"2019-07-01",2.04,1,192,4.87519732320115,7
"1 Bedroom Loft w/ Private Roof Deck","Brooklyn","Greenpoint",40.729,-73.95829,"Entire home/apt",195,2,69,"2019-06-13",0.65,1,58,5.27811465923052,25
"City Room - Private & Comfy Bedroom","Manhattan","Harlem",40.81219,-73.94499,"Private room",64,1,192,"2019-06-03",1.84,5,245,4.17438726989564,35
"Elegant NYC Pad","Queens","Ditmars Steinway",40.77185,-73.90502,"Entire home/apt",140,2,17,"2019-06-17",0.16,1,292,4.94875989037817,21
"Clean & bright 1BR in Cobble Hill, GREAT location!","Brooklyn","Cobble Hill",40.68926,-73.99386,"Entire home/apt",159,2,222,"2019-06-24",2.12,1,279,5.07517381523383,14
"Modern, Large East Village Loft","Manhattan","East Village",40.72821,-73.98701,"Entire home/apt",189,3,205,"2019-06-23",1.96,1,0,5.24702407216049,15
"Great new apt, close to everything","Manhattan","Hell's Kitchen",40.7672,-73.98508,"Entire home/apt",250,3,94,"2019-06-09",0.96,1,3,5.52545293913178,29
"Quiet & Clean Retreat in the City","Manhattan","East Village",40.73012,-73.99053,"Entire home/apt",239,3,7,"2019-05-24",0.07,1,351,5.48063892334199,45
"Stylish Large Gramercy Loft!","Manhattan","Flatiron District",40.7403,-73.98498,"Entire home/apt",305,2,108,"2019-06-30",1.09,1,201,5.72358510195238,8
"The Brownstone-Luxury 1 Bd Apt/NYC","Manhattan","Harlem",40.80931,-73.94343,"Entire home/apt",155,3,222,"2019-06-26",2.1,2,232,5.04985600724954,12
"PRIVATE Room on Historic Sugar Hill","Manhattan","Harlem",40.8251,-73.94287,"Private room",60,1,458,"2019-07-03",4.58,2,258,4.11087386417331,5
"South Slope Green","Brooklyn","Windsor Terrace",40.6585,-73.98397,"Private room",135,2,21,"2019-05-17",0.26,1,272,4.91265488573605,52
"17 Flr. Manhattan Views, Nr. Subway","Manhattan","Roosevelt Island",40.76193,-73.9501,"Private room",120,7,17,"2019-05-08",0.3,1,341,4.79579054559674,61
"Spacious 1BR, Adorable Clean Quiet","Manhattan","Lower East Side",40.72052,-73.98589,"Entire home/apt",150,3,41,"2019-01-02",0.39,1,244,5.01727983681492,187
"Nice, clean, safe, convenient 3BR","Queens","Ridgewood",40.70411,-73.89934,"Entire home/apt",140,14,1,"2012-09-17",0.01,5,365,4.94875989037817,2485
"Franklin St Flat in Trendy Greenpoint Brooklyn","Brooklyn","Greenpoint",40.73401,-73.95967,"Entire home/apt",135,2,69,"2019-05-19",0.67,1,12,4.91265488573605,50
"Artistic, Cozy, and Spacious w/ Patio! Sleeps 5","Manhattan","Chinatown",40.71756,-73.99503,"Entire home/apt",250,4,18,"2019-07-01",0.18,2,265,5.52545293913178,7
"One bedroom Apt. in NYC","Manhattan","Midtown",40.7589,-73.96991,"Entire home/apt",250,30,82,"2016-01-05",0.78,1,0,5.52545293913178,1280
"Beautiful, elegant 3 bed SOHO loft","Manhattan","SoHo",40.72003,-74.00262,"Entire home/apt",500,4,94,"2019-06-23",0.99,1,329,6.21660610108486,15
"Spacious Greenwich Village Apt","Manhattan","Greenwich Village",40.73194,-73.99474,"Entire home/apt",225,5,10,"2019-05-11",0.1,1,91,5.42053499927229,58
"SpaHa Studio Monthly Rental","Manhattan","East Harlem",40.79163,-73.94573,"Entire home/apt",125,28,183,"2018-09-29",1.83,2,365,4.83628190695148,282
"City Room - Private Luxury Suite","Manhattan","Harlem",40.8118,-73.94434,"Private room",92,1,189,"2019-06-11",1.82,5,253,4.53259949315326,27
"Private Room/bath Luxurious Harlem","Manhattan","Harlem",40.81583,-73.94707,"Private room",175,2,1,"2018-10-07",0.11,1,365,5.17048399503815,274
"The gem of the East Village","Manhattan","East Village",40.72654,-73.98049,"Entire home/apt",99,2,127,"2019-06-20",1.22,1,320,4.60517018598809,18
"Bright and spacious, garden below!","Manhattan","Upper West Side",40.80021,-73.96071,"Entire home/apt",195,4,4,"2017-08-25",0.04,1,0,5.27811465923052,682
"ACCOMMODATIONS GALORE #2","Manhattan","East Harlem",40.80942,-73.93936,"Entire home/apt",140,3,135,"2019-06-20",1.3,3,192,4.94875989037817,18
"Colorful Private One Bedroom Apt","Manhattan","Little Italy",40.71961,-73.9954,"Entire home/apt",135,2,21,"2015-12-12",0.2,1,0,4.91265488573605,1304
"Huge Chelsea Loft","Manhattan","Chelsea",40.74358,-74.00027,"Entire home/apt",500,2,35,"2017-07-27",0.34,1,348,6.21660610108486,711
"Great room in great location","Manhattan","Harlem",40.80335,-73.9575,"Private room",80,14,10,"2019-06-01",2.21,2,0,4.39444915467244,37
"Exclusive Room with Private Bath in  LES","Manhattan","Chinatown",40.71445,-73.9908,"Private room",120,4,171,"2019-06-23",1.8,2,353,4.79579054559674,15
"Quiet, clean midtown apt w. elevato","Manhattan","Midtown",40.75749,-73.96897,"Entire home/apt",110,200,92,"2019-04-30",0.9,1,140,4.70953020131233,69
"BK Sweet Suite w/Kitchen&FullBath","Brooklyn","East Flatbush",40.64446,-73.9503,"Entire home/apt",65,3,238,"2019-06-14",2.3,1,2,4.18965474202643,24
"Great East Village Apartment Rental","Manhattan","East Village",40.7268,-73.99079,"Entire home/apt",130,50,56,"2019-05-26",0.58,1,56,4.87519732320115,43
"BROWNSTONE SUNDRENCHED BEAUTY","Brooklyn","Bushwick",40.688,-73.9171,"Entire home/apt",99,3,111,"2019-06-22",2.13,1,68,4.60517018598809,16
"A SpeciaL!! Private Room in NY","Staten Island","Tompkinsville",40.63536,-74.08537,"Private room",36,2,193,"2019-06-25",1.85,6,360,3.61091791264422,13
"B NYC Staten Alternative...","Staten Island","Tompkinsville",40.63627,-74.08543,"Private room",37,2,147,"2019-06-10",1.44,6,0,3.63758615972639,28
"C Private Room By The Ferry","Staten Island","Tompkinsville",40.63518,-74.08546,"Private room",37,2,177,"2019-07-02",1.71,6,320,3.63758615972639,6
"Smallest House In The Village","Manhattan","East Village",40.72477,-73.98161,"Entire home/apt",175,3,185,"2019-05-24",1.78,2,326,5.17048399503815,45
"Beautiful modern studio apartment in heart of NYC","Manhattan","Chelsea",40.74238,-73.99567,"Entire home/apt",205,9,62,"2019-06-21",0.7,2,76,5.32787616878958,17
"Beautiful Landmarked Duplex","Brooklyn","Greenpoint",40.72945,-73.95511,"Entire home/apt",285,3,124,"2019-06-16",1.22,3,279,5.65599181081985,22
"BROOKLYN > Guest Room w/ Queen Bed in Williamsburg","Brooklyn","Williamsburg",40.70763,-73.95177,"Private room",59,2,181,"2019-06-23",1.77,2,15,4.0943445622221,15
"D Private Che@p Room 2 Explore NYC","Staten Island","Tompkinsville",40.63481,-74.08519,"Private room",36,2,333,"2019-07-02",3.19,6,340,3.61091791264422,6
"Safe cute near subway& Manhattan NY NY retro style","Queens","Astoria",40.75384,-73.91433,"Entire home/apt",99,5,441,"2019-06-24",4.5,1,226,4.60517018598809,14
"Large and Cozy Private Bedroom","Brooklyn","Kensington",40.64106,-73.97426,"Private room",39,1,45,"2019-05-16",0.46,2,365,3.68887945411394,53
"Small tidy bedroom in duplex","Brooklyn","Park Slope",40.66793,-73.98327,"Private room",60,14,9,"2016-08-29",0.09,2,0,4.11087386417331,1043
"LL3","Bronx","Clason Point",40.81309,-73.85514,"Private room",90,2,0,NA,0,7,349,4.51085950651685,NA
"DOMINIQUE'S NY mini efficiency* wifi*metro*quiet","Bronx","Eastchester",40.88057,-73.83572,"Entire home/apt",105,2,38,"2019-06-27",0.5,13,365,4.66343909411207,11
"Private, Large & Sunny Top Floor Apt  w/W&D","Brooklyn","Bedford-Stuyvesant",40.68236,-73.94314,"Entire home/apt",135,2,248,"2019-06-25",2.39,2,11,4.91265488573605,13
"Cottage in the Village","Manhattan","East Village",40.72185,-73.98246,"Entire home/apt",390,5,143,"2019-06-19",1.38,2,316,5.96870755998537,19
"BEDROOM1 FOR RENT 10min from Manhan","Brooklyn","Bedford-Stuyvesant",40.68503,-73.95385,"Private room",70,3,36,"2018-08-19",0.41,4,281,4.26267987704132,323
"HOSTING YOUR  SUNNY, SPACIOUS NYC ROOM","Manhattan","Inwood",40.86648,-73.9263,"Private room",75,7,0,NA,0,2,323,4.33073334028633,NA
"Williamsburg near soho. / loftbed","Brooklyn","Williamsburg",40.7069,-73.95467,"Private room",60,17,14,"2019-01-07",0.14,4,362,4.11087386417331,182
"Prime East Village 1 Bedroom","Manhattan","East Village",40.72807,-73.98594,"Entire home/apt",200,3,0,NA,0,1,0,5.30330490805908,NA
"BROOKLYN  STUDIO APARTMENT","Brooklyn","Crown Heights",40.6778,-73.94339,"Private room",100,3,279,"2019-06-24",2.69,1,301,4.61512051684126,14
"BEDROOM2 FOR RENT  10min from Manh","Brooklyn","Bedford-Stuyvesant",40.68317,-73.94701,"Private room",70,4,18,"2019-01-02",0.22,4,189,4.26267987704132,187
"cozy bedroom in lovely garden apt","Brooklyn","Crown Heights",40.6761,-73.9529,"Private room",110,6,50,"2019-05-26",3.55,1,0,4.70953020131233,43
"Crown Heights Garden Apt.","Brooklyn","Crown Heights",40.67586,-73.95155,"Private room",60,2,227,"2019-06-27",2.27,2,287,4.11087386417331,11
"Amazing  Sunny & Breezy Home In the Heart of  NYC","Manhattan","Little Italy",40.71702,-73.99811,"Entire home/apt",90,14,1,"2019-01-02",0.16,1,14,4.51085950651685,187
"ENJOY Downtown NYC!!","Manhattan","East Village",40.72321,-73.98157,"Private room",68,2,203,"2019-06-23",1.96,2,86,4.23410650459726,15
"Charming UWS Treehouse Apt","Manhattan","Upper West Side",40.77956,-73.98098,"Entire home/apt",115,2,210,"2019-07-06",2.1,1,261,4.75359019110636,2
"Share a HOME - $75 for 1 bdrm/++ for 2 - Brooklyn","Brooklyn","Bedford-Stuyvesant",40.68276,-73.95264,"Private room",75,5,64,"2019-01-05",0.67,1,68,4.33073334028633,184
"Room in S3rd/Bedford, Williamsburg","Brooklyn","Williamsburg",40.71368,-73.9626,"Private room",60,3,0,NA,0,1,0,4.11087386417331,NA
"CHARMING EAST VILLAGE 2 (or 1) BR","Manhattan","East Village",40.72956,-73.98158,"Entire home/apt",129,7,5,"2019-01-03",0.15,1,231,4.86753445045558,186
"Farmhouse Apartment in Williamsburg","Brooklyn","Williamsburg",40.71069,-73.95175,"Entire home/apt",130,10,49,"2019-06-29",0.48,1,152,4.87519732320115,9
"Bright+Spacious Williamsburg Abode!","Brooklyn","Williamsburg",40.70863,-73.94641,"Entire home/apt",95,4,132,"2019-07-07",1.27,1,46,4.56434819146784,1
"Suite Sugar Hill, Harlem, Private Rm in Hosted Apt","Manhattan","Harlem",40.82888,-73.94307,"Private room",75,3,20,"2019-01-02",0.26,1,364,4.33073334028633,187
"Beautiful 1 Bedroom Apt Park Slope","Brooklyn","Park Slope",40.67319,-73.97323,"Entire home/apt",175,2,11,"2013-05-02",0.11,1,246,5.17048399503815,2258
"CHARMING CARROLL GARDENS APT.","Brooklyn","Carroll Gardens",40.67846,-73.99443,"Entire home/apt",190,3,51,"2019-07-01",0.57,1,288,5.25227342804663,7
"Private Bedroom Brownstone Brooklyn","Brooklyn","Crown Heights",40.6715,-73.94808,"Private room",49,21,15,"2019-06-30",0.15,5,331,3.91202300542815,8
"East Village Loft with Piano & Patio","Manhattan","East Village",40.72681,-73.98534,"Entire home/apt",212,3,67,"2019-06-25",1.31,1,51,5.36129216570943,13
"Lower East Side Magic Room","Manhattan","Lower East Side",40.71904,-73.99392,"Private room",95,1,109,"2019-06-23",1.11,3,364,4.56434819146784,15
"**Fantastic Williamsburg Apt**","Brooklyn","Williamsburg",40.71031,-73.9583,"Entire home/apt",140,2,9,"2019-02-16",0.11,1,254,4.94875989037817,142
"West Harlem Home Base - Eco-Apt.","Manhattan","Harlem",40.81322,-73.95306,"Entire home/apt",135,6,187,"2019-06-23",1.87,1,189,4.91265488573605,15
"Charming Garden Apt in Park Slope","Brooklyn","Park Slope",40.67732,-73.98225,"Entire home/apt",150,2,214,"2019-06-23",2.08,2,263,5.01727983681492,15
"Lovely, Modern, Garden Apartment","Brooklyn","Gowanus",40.68076,-73.9896,"Entire home/apt",190,3,69,"2019-07-01",0.79,2,258,5.25227342804663,7
"Central Park 1BR sunny condo","Manhattan","East Harlem",40.79603,-73.94903,"Entire home/apt",124,28,22,"2019-06-15",0.26,1,103,4.8283137373023,23
"Cozy Garden Apartment  in Williamsburg","Brooklyn","Williamsburg",40.71492,-73.96282,"Entire home/apt",135,30,56,"2019-05-06",0.56,1,42,4.91265488573605,63
"SoHa comfort-by NW Central Park!","Manhattan","Morningside Heights",40.80393,-73.95838,"Private room",122,3,93,"2019-06-22",0.93,1,246,4.81218435537242,16
"Cozy room in Upper West Side","Manhattan","Upper West Side",40.80082,-73.9652,"Private room",109,1,104,"2019-06-25",1.05,2,364,4.70048036579242,13
"Cozy Private Room in Apartment","Manhattan","Harlem",40.82976,-73.94867,"Private room",85,30,64,"2018-07-06",0.68,1,318,4.45434729625351,367
"The Cozy Brownstone Inn (discount)!","Brooklyn","Bedford-Stuyvesant",40.683,-73.91981,"Entire home/apt",145,3,127,"2019-06-24",1.25,2,72,4.98360662170834,14
"Prewar Penthouse w Private Terrace","Manhattan","Upper West Side",40.78971,-73.9729,"Entire home/apt",195,11,30,"2019-06-13",0.32,1,249,5.27811465923052,25
"Designer 2.5 BR Loft in Carroll Gardens by Subway","Brooklyn","Carroll Gardens",40.67817,-73.99495,"Entire home/apt",250,2,106,"2019-06-27",1.34,3,272,5.52545293913178,11
"Bright Beautiful Brooklyn","Brooklyn","Greenpoint",40.73119,-73.95578,"Private room",125,3,6,"2016-11-13",0.1,1,325,4.83628190695148,967
"Unique spacious loft on the Bowery","Manhattan","Little Italy",40.71943,-73.99627,"Entire home/apt",575,2,191,"2019-06-20",1.88,1,298,6.35610766069589,18
